ID,medv
1,28.243637216295706
3,34.584025218537946
4,34.57571941420088
8,19.118070449900987
16,21.232272103592464
18,18.785986414978364
25,17.544589267826023
29,20.154345051512294
32,18.920994258169223
33,13.962685376435834
34,14.987851705235414
38,22.472369756708837
43,25.841411410969414
47,20.035434006679885
48,19.849592095441103
49,15.232026466740624
59,24.45766000129648
61,19.667160222574193
62,19.307189170243173
63,22.440552583236066
65,30.342658211794884
66,27.891155260770255
68,22.114521737699
73,24.041740489413904
75,24.728796460006084
78,21.136708310192013
79,20.357035374074478
81,26.63208959786033
83,23.387737430063243
84,22.574908219863485
85,22.21113645835515
87,20.905497516370772
91,23.223080360957614
92,22.803306809755526
93,23.10780003862473
96,25.086831183252883
100,30.015265775305004
102,25.71598847449392
109,21.052328558210014
111,20.983937376839656
114,20.001299655085404
115,21.645375875477917
116,19.357769877031494
122,24.423663984421147
123,23.08292120736279
125,22.447091465251713
126,23.132584353027532
127,15.587673494911957
129,17.642476049059958
135,16.026030696746854
137,17.510292961330784
138,18.446703902102065
140,15.017954287096842
141,14.31939319941876
145,18.381577645013046
146,17.380191254318422
147,20.29945013182984
152,20.435672316233955
153,23.372249212046256
155,18.5700920773365
156,18.455475682751235
160,29.96395005473991
164,48.703650182944614
165,22.752225190170616
166,23.758383284808566
171,20.677379941080325
172,22.252377548112044
173,20.13802174402671
174,24.197927737668437
183,40.703101362156175
196,45.16224064902523
200,31.950300812087896
202,24.46713737750342
203,41.38422541095096
207,22.972932656332386
212,17.657376642334274
214,24.82077853046653
215,18.038409833807084
217,21.681863453041917
218,24.483973550167313
223,24.99890634150207
225,47.499175538645474
228,28.286652227745314
229,45.881485940786476
233,47.29661896175702
235,24.760597036096346
237,24.524086657776657
238,37.505169650926725
240,25.241476007470887
243,20.60395139179699
244,28.063689331242664
248,20.58575553696471
249,21.68093835262254
251,25.48141416845161
252,29.437603456927825
259,39.00476222140227
260,36.23919067505584
262,40.943605638783986
265,38.782122377627594
266,28.79875706116841
274,33.04279587877956
276,35.123145814481035
277,30.988615461063592
278,31.78610191404897
282,33.790455417360434
284,45.88672278616547
288,23.857585491351013
291,32.220268168123305
292,36.33555078970995
294,24.08392312043296
296,29.052548238168765
298,20.201212214078602
299,26.992114819226607
306,29.990659472480264
307,35.60800751985944
311,20.764092305991166
312,25.11584939343168
313,20.35960356583599
316,20.477952961310955
317,19.95356745450022
318,20.30577255079991
323,22.385990226658528
324,19.994937332781046
325,23.608975999993444
328,21.11520698530809
331,21.850286013340884
332,20.174807759861846
333,22.956109324525727
335,23.607731031175156
336,22.744621188559712
339,22.969581679350398
340,21.729711515329946
344,23.587881278392036
345,30.17426494658875
346,19.069018916681255
348,23.565320323290546
351,24.672482275092456
354,30.630412176184063
357,17.445156881321573
358,20.284670879999787
360,20.748966068451246
364,16.9976071830773
367,17.6643551520587
369,36.82727884646819
370,39.15119005766817
371,44.24901433779613
374,18.30352427534065
376,30.344441957513176
377,18.697331827966515
378,21.10827730590389
379,14.57180992807794
381,24.190925832236704
383,10.960005566451867
386,9.41033157013312
391,17.03591120510338
396,15.552251370156233
399,8.010483465777313
403,12.963019941940567
405,8.462910706674274
407,20.794939819485812
411,22.970337494439324
414,10.689812971453561
417,11.179019403036838
420,12.149660221171517
421,14.621854417106865
423,16.09270053440199
429,13.157687722364859
431,15.051448264835162
435,14.681545152886116
436,11.271249254695837
437,11.637935411115603
439,8.086928491853348
440,10.893838179404877
444,15.973720833302849
445,9.064383499507285
447,16.637178176231718
449,16.305388906413576
451,15.424196269161214
457,15.189057177457093
459,16.205462401260615
461,18.878508793035273
468,16.413446063143844
469,16.78339014340181
473,21.985503962878404
475,16.933217123175478
477,19.6374612355635
479,18.13041784564235
483,27.350864246337512
485,21.84315323045223
486,22.590975430605482
487,21.71306564799486
488,22.627887897680473
490,13.447943370266945
491,13.03301002674406
492,16.783095450191258
495,21.15986732051686
499,20.764731144450042
500,20.018011304599604
501,20.44655525640537
503,22.547462634395636
504,30.491027725039423
505,25.70440194864458
