ID,medv
1,29.17821905184082
3,34.67302057346913
4,33.79737835078792
8,18.26062282066185
16,19.321213149293936
18,17.321355173696453
25,16.596500988923417
29,18.401458363504172
32,18.348431984745012
33,16.302120177285115
34,16.283603967320133
38,22.587754698775676
43,24.554700542560717
47,20.43323292505979
48,19.28787990102287
49,18.2280309202875
59,24.462658981637485
61,20.32595788632239
62,19.071438515084697
63,23.685087482530342
65,24.28937846498343
66,28.129391731056046
68,21.190609593792193
73,23.867081992161918
75,23.81146521998545
78,21.646958994044944
79,20.677650165744843
81,27.850640623552742
83,24.02865912486768
84,23.583270634097865
85,21.568477676871364
87,20.91132087827969
91,24.146418561055413
92,24.315251494845036
93,22.457581699079462
96,25.4506136244568
100,31.622034467609275
102,24.269963669685374
109,19.889184136192487
111,20.614568941076357
114,19.803483111360148
115,21.373816648335698
116,19.830467258849417
122,20.376723546612872
123,19.932002686482313
125,19.6427628297755
126,18.793052283814824
127,16.62977492490883
129,16.68871528054635
135,17.742660563940383
137,16.983587391331575
138,16.90932401414867
140,15.730407519952418
141,15.369690277326068
145,15.102420432015691
146,16.706749023510234
147,18.472929371438298
152,20.632062974454776
153,20.586270428280944
155,17.7082772756978
156,17.59051348969114
160,27.136751490545628
164,47.90722861713903
165,23.044433697247186
166,23.640143814509663
171,21.598255750132004
172,22.9196178755306
173,21.672633268608447
174,23.28082400266274
183,37.594252481969285
196,44.10791341710496
200,32.82482147184494
202,27.9733675664156
203,42.96726150112052
207,22.820456741814134
212,19.94847397253826
214,23.374995013943575
215,21.599856454375814
217,23.75132173543692
218,23.522583244229534
223,25.904659219242056
225,47.189375193978655
228,32.64528925317858
229,43.954695964323165
233,43.77891433588401
235,25.00164589271165
237,24.0146607910133
238,35.448340405620336
240,24.84992061549404
243,20.432415483351797
244,28.38683787321949
248,20.65097283277702
249,21.3088506925506
251,25.33825064114557
252,29.01650607657107
259,38.39106336609963
260,35.02802365337538
262,43.692032521861506
265,33.246154165391275
266,26.953062430980218
274,38.74866133957112
276,33.62909246359543
277,32.533693480894904
278,31.235300714615096
282,34.30061768681328
284,42.9045144068121
288,24.580196825351628
291,33.775335301389525
292,36.05260793017152
294,23.54030220672011
296,29.500562177631622
298,19.382415981261847
299,29.56645278576415
306,25.153542407138705
307,34.587114401468384
311,22.852513811075188
312,26.13482274782129
313,20.988052819687475
316,20.08045063564851
317,18.987932864938404
318,19.220567055621096
323,22.621868956978755
324,20.052978763507685
325,24.04453289148837
328,21.133166627565476
331,20.969915007185882
332,19.418024115161142
333,22.54522265463666
335,22.11372371722257
336,19.569317891308877
339,20.725040537595127
340,20.128866585254478
344,25.25450176844413
345,33.06668959834216
346,19.570726493650678
348,23.81907236446115
351,21.855277141173342
354,30.25811034859344
357,15.435750801021559
358,24.884291520023385
360,20.473614443407477
364,19.169842261693226
367,18.729626029559114
369,31.806437370562076
370,36.05114992806098
371,34.93720106876585
374,20.580125683673366
376,26.459260659647832
377,18.03292839859302
378,20.62039892409154
379,11.018661624858659
381,17.97768690042725
383,10.91437780873142
386,9.772721398560531
391,14.126500808407721
396,13.111421277646198
399,8.079542758944456
403,10.545532970988821
405,8.961787148476489
407,22.51820637907823
411,26.970337428693046
414,13.261502659181598
417,10.246180500461573
420,11.947285658578917
421,15.003104628860587
423,19.14601414507252
429,11.878079147471343
431,14.182995598326661
435,13.979555644892752
436,11.741397695034113
437,11.266564984478682
439,9.087618681805811
440,11.18143178384587
444,13.952662998447536
445,9.656100936733576
447,15.421987094475028
449,13.970710774734044
451,12.840531311669011
457,13.99629898133386
459,15.427019118017878
461,16.198434895642613
468,16.65942899182155
469,16.735414775829256
473,19.71740507418006
475,16.120884925907532
477,17.66798567088275
479,16.046013460517138
483,24.578184768233474
485,21.323274066958625
486,21.61311652762901
487,19.024802392176966
488,21.317128557785136
490,16.019128299987564
491,15.784636955970734
492,17.00644914856331
495,21.420710709206272
499,20.280787863387737
500,19.40130767322041
501,18.750186687299827
503,14.968068393013763
504,23.580886419490636
505,22.96980736530559
